1788664305.645073 server started (57718): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788664305.645089 on Linux 7.2.3-arch1-2 #1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.645095 using libevent 2.1.13-stable poll
1788664305.645097 using ncurses 6.6 20251230
1788664305.646015 cmd_parse_build_commands 0:4 0:2 0:2: %%
1788664305.646017 cmd_parse_build_commands 0:0: command-prompt
1788664305.646018 cmd_parse_build_commands 0:1: -I#S
1788664305.646020 cmd_parse_build_commands 0:2 0:0: rename-session
1788664305.646021 cmd_parse_build_commands 0:2 0:1: --
1788664305.646023 cmd_parse_build_commands 0:2 0:2: %%
1788664305.646024 cmd_parse_build_commands 0:0: rename-session
1788664305.646026 cmd_parse_build_commands 0:1: --
1788664305.646027 cmd_parse_build_commands 0:2: %%
1788664305.646030 args_parse_flags: next --
1788664305.646031 args_parse: flags end at 2 of 3
1788664305.646032 args_parse: 2 = %% (type STRING)
1788664305.646035 cmd_parse_build_commands: rename-session "%%"
1788664305.646036 args_parse_flags: next -I#S
1788664305.646038 args_parse_flag_argument: -I = #S
1788664305.646039 args_parse: flags end at 2 of 3
1788664305.646041 args_parse: 2 = rename-session "%%" (type COMMANDS)
1788664305.646044 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1788664305.646046 args_parse_flags: next -N
1788664305.646047 args_parse_flag_argument: -N = Rename current session
1788664305.646049 args_parse_flags: next $
1788664305.646050 args_parse: flags end at 3 of 5
1788664305.646051 args_parse: 3 = $ (type STRING)
1788664305.646054 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1788664305.646058 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1788664305.646063 cmdq_get_command: [bind-key/0x55cc01289c50] group 62
1788664305.646064 cmdq_append <global>: [bind-key/0x55cc01289c50]
1788664305.646066 yylex_token: end at WS
1788664305.646067 yylex_token: bind
1788664305.646069 yylex_token: end at WS
1788664305.646070 yylex_token: -N
1788664305.646072 yylex_token: end at WS
1788664305.646073 yylex_token: Split window horizontally
1788664305.646075 yylex_get_word: %
1788664305.646076 yylex_token: end at WS
1788664305.646078 yylex_token: split-window
1788664305.646079 yylex_token: end at WS
1788664305.646080 yylex_token: -h
1788664305.646082 cmd_parse_build_commands 0:0: bind
1788664305.646084 cmd_parse_build_commands 0:1: -N
1788664305.646085 cmd_parse_build_commands 0:2: Split window horizontally
1788664305.646087 cmd_parse_build_commands 0:3: %
1788664305.646088 cmd_parse_build_commands 0:4 0:0: split-window
1788664305.646090 cmd_parse_build_commands 0:4 0:1: -h
1788664305.646093 cmd_parse_build_commands 0:0: split-window
1788664305.646094 cmd_parse_build_commands 0:1: -h
1788664305.646097 args_parse_flags: next -h
1788664305.646098 args_parse_flags: -h
1788664305.646100 args_parse: flags end at 2 of 2
1788664305.646102 cmd_parse_build_commands: split-window -h
1788664305.646103 args_parse_flags: next -N
1788664305.646105 args_parse_flag_argument: -N = Split window horizontally
1788664305.646106 args_parse_flags: next %
1788664305.646107 args_parse: flags end at 3 of 5
1788664305.646109 args_parse: 3 = % (type STRING)
1788664305.646111 args_parse: 4 = split-window -h (type COMMANDS)
1788664305.646114 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1788664305.646116 cmdq_get_command: [bind-key/0x55cc0128a1b0] group 74
1788664305.646117 cmdq_append <global>: [bind-key/0x55cc0128a1b0]
1788664305.646119 yylex_token: end at WS
1788664305.646120 yylex_token: bind
1788664305.646121 yylex_token: end at WS
1788664305.646123 yylex_token: -N
1788664305.646124 yylex_token: end at WS
1788664305.646126 yylex_token: Kill current window
1788664305.646127 yylex_token: end at WS
1788664305.646128 yylex_token: &
1788664305.646130 yylex_token: end at WS
1788664305.646131 yylex_token: confirm-before
1788664305.646133 yylex_token: end at WS
1788664305.646134 yylex_token: -pkill-window #W? (y/n)
1788664305.646136 yylex_token: end at WS
1788664305.646137 yylex_token: kill-window
1788664305.646139 cmd_parse_build_commands 0:0: bind
1788664305.646140 cmd_parse_build_commands 0:1: -N
1788664305.646142 cmd_parse_build_commands 0:2: Kill current window
1788664305.646143 cmd_parse_build_commands 0:3: &
1788664305.646145 cmd_parse_build_commands 0:4 0:0: confirm-before
1788664305.646146 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1788664305.646148 cmd_parse_build_commands 0:4 0:2: kill-window
1788664305.646149 cmd_parse_build_commands 0:0: confirm-before
1788664305.646151 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1788664305.646152 cmd_parse_build_commands 0:2: kill-window
1788664305.646154 args_parse_flags: next -pkill-window #W? (y/n)
1788664305.646156 args_parse_flag_argument: -p = kill-window #W? (y/n)
1788664305.646157 args_parse_flags: next kill-window
1788664305.646158 args_parse: flags end at 2 of 3
1788664305.646160 args_parse: 2 = kill-window (type STRING)
1788664305.646163 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1788664305.646164 args_parse_flags: next -N
1788664305.646166 args_parse_flag_argument: -N = Kill current window
1788664305.646167 args_parse_flags: next &
1788664305.646168 args_parse: flags end at 3 of 5
1788664305.646170 args_parse: 3 = & (type STRING)
1788664305.646172 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1788664305.646176 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1788664305.646178 cmdq_get_command: [bind-key/0x55cc0128a760] group 82
1788664305.646180 cmdq_append <global>: [bind-key/0x55cc0128a760]
1788664305.646181 yylex_token: end at WS
1788664305.646184 yylex_token: bind
1788664305.646186 yylex_token: end at WS
1788664305.646187 yylex_token: -N
1788664305.646189 yylex_token: end at WS
1788664305.646191 yylex_token: Prompt for window index to select
1788664305.646192 yylex_token: end at WS
1788664305.646193 yylex_token: '
1788664305.646195 yylex_token: end at WS
1788664305.646196 yylex_token: command-prompt
1788664305.646198 yylex_token: end at WS
1788664305.646199 yylex_token: -T
1788664305.646201 yylex_token: end at WS
1788664305.646202 yylex_token: window-target
1788664305.646203 yylex_token: end at WS
1788664305.646205 yylex_token: -pindex
1788664305.646206 yylex_token: end at WS
1788664305.646208 yylex_token: select-window
1788664305.646209 yylex_token: end at WS
1788664305.646210 yylex_token: -t
1788664305.646212 yylex_token: end at WS
1788664305.646213 yylex_token: :%%
1788664305.646215 cmd_parse_build_commands 0:0: bind
1788664305.646216 cmd_parse_build_commands 0:1: -N
1788664305.646218 cmd_parse_build_commands 0:2: Prompt for window index to select
1788664305.646219 cmd_parse_build_commands 0:3: '
1788664305.646221 cmd_parse_build_commands 0:4 0:0: command-prompt
1788664305.646222 cmd_parse_build_commands 0:4 0:1: -T
1788664305.646223 cmd_parse_build_commands 0:4 0:2: window-target
1788664305.646225 cmd_parse_build_commands 0:4 0:3: -pindex
1788664305.646226 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1788664305.646233 cmd_parse_build_commands 0:4 0:4 0:1: -t
1788664305.646234 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1788664305.646236 cmd_parse_build_commands 0:0: command-prompt
1788664305.646238 cmd_parse_build_commands 0:1: -T
1788664305.646239 cmd_parse_build_commands 0:2: window-target
1788664305.646240 cmd_parse_build_commands 0:3: -pindex
1788664305.646242 cmd_parse_build_commands 0:4 0:0: select-window
1788664305.646243 cmd_parse_build_commands 0:4 0:1: -t
1788664305.646245 cmd_parse_build_commands 0:4 0:2: :%%
1788664305.646246 cmd_parse_build_commands 0:0: select-window
1788664305.646248 cmd_parse_build_commands 0:1: -t
1788664305.646249 cmd_parse_build_commands 0:2: :%%
1788664305.646252 args_parse_flags: next -t
1788664305.646253 args_parse_flag_argument: -t = :%%
1788664305.646255 args_parse: flags end at 3 of 3
1788664305.646257 cmd_parse_build_commands: select-window -t ":%%"
1788664305.646258 args_parse_flags: next -T
1788664305.646260 args_parse_flag_argument: -T = window-target
1788664305.646261 args_parse_flags: next -pindex
1788664305.646264 args_parse_flag_argument: -p = index
1788664305.646266 args_parse: flags end at 4 of 5
1788664305.646268 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1788664305.646272 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1788664305.646273 args_parse_flags: next -N
1788664305.646275 args_parse_flag_argument: -N = Prompt for window index to select
1788664305.646276 args_parse_flags: next '
1788664305.646277 args_parse: flags end at 3 of 5
1788664305.646279 args_parse: 3 = ' (type STRING)
1788664305.646282 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1788664305.646287 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1788664305.646289 cmdq_get_command: [bind-key/0x55cc0128b5e0] group 90
1788664305.646290 cmdq_append <global>: [bind-key/0x55cc0128b5e0]
1788664305.646292 yylex_token: end at WS
1788664305.646293 yylex_token: bind
1788664305.646294 yylex_token: end at WS
1788664305.646296 yylex_token: -N
1788664305.646297 yylex_token: end at WS
1788664305.646299 yylex_token: New floating pane
1788664305.646300 yylex_token: end at WS
1788664305.646301 yylex_token: *
1788664305.646303 yylex_token: end at WS
1788664305.646304 yylex_token: new-pane
1788664305.646306 cmd_parse_build_commands 0:0: bind
1788664305.646307 cmd_parse_build_commands 0:1: -N
1788664305.646309 cmd_parse_build_commands 0:2: New floating pane
1788664305.646310 cmd_parse_build_commands 0:3: *
1788664305.646312 cmd_parse_build_commands 0:4 0:0: new-pane
1788664305.646316 cmd_parse_build_commands 0:0: new-pane
1788664305.646318 args_parse: flags end at 1 of 1
1788664305.646319 cmd_parse_build_commands: new-pane
1788664305.646321 args_parse_flags: next -N
1788664305.646322 args_parse_flag_argument: -N = New floating pane
1788664305.646324 args_parse_flags: next *
1788664305.646325 args_parse: flags end at 3 of 5
1788664305.646326 args_parse: 3 = * (type STRING)
1788664305.646328 args_parse: 4 = new-pane (type COMMANDS)
1788664305.646331 cmd_parse_build_commands: bind-key -N "New floating pane" * { new-pane }
1788664305.646333 cmdq_get_command: [bind-key/0x55cc0128b380] group 102
1788664305.646334 cmdq_append <global>: [bind-key/0x55cc0128b380]
1788664305.646336 yylex_token: end at WS
1788664305.646337 yylex_token: bind
1788664305.646338 yylex_token: end at WS
1788664305.646339 yylex_token: -N
1788664305.646341 yylex_token: end at WS
1788664305.646343 yylex_token: Switch to previous client
1788664305.646344 yylex_token: end at WS
1788664305.646345 yylex_token: (
1788664305.646347 yylex_token: end at WS
1788664305.646348 yylex_token: switch-client
1788664305.646349 yylex_token: end at WS
1788664305.646351 yylex_token: -p
1788664305.646352 cmd_parse_build_commands 0:0: bind
1788664305.646354 cmd_parse_build_commands 0:1: -N
1788664305.646355 cmd_parse_build_commands 0:2: Switch to previous client
1788664305.646357 cmd_parse_build_commands 0:3: (
1788664305.646358 cmd_parse_build_commands 0:4 0:0: switch-client
1788664305.646359 cmd_parse_build_commands 0:4 0:1: -p
1788664305.646361 cmd_parse_build_commands 0:0: switch-client
1788664305.646363 cmd_parse_build_commands 0:1: -p
1788664305.646365 args_parse_flags: next -p
1788664305.646367 args_parse_flags: -p
1788664305.646368 args_parse: flags end at 2 of 2
1788664305.646370 cmd_parse_build_commands: switch-client -p
1788664305.646371 args_parse_flags: next -N
1788664305.646373 args_parse_flag_argument: -N = Switch to previous client
1788664305.646374 args_parse_flags: next (
1788664305.646375 args_parse: flags end at 3 of 5
1788664305.646377 args_parse: 3 = ( (type STRING)
1788664305.646378 args_parse: 4 = switch-client -p (type COMMANDS)
1788664305.646381 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1788664305.646383 cmdq_get_command: [bind-key/0x55cc0128bb90] group 110
1788664305.646385 cmdq_append <global>: [bind-key/0x55cc0128bb90]
1788664305.646386 yylex_token: end at WS
1788664305.646387 yylex_token: bind
1788664305.646389 yylex_token: end at WS
1788664305.646390 yylex_token: -N
1788664305.646391 yylex_token: end at WS
1788664305.646393 yylex_token: Switch to next client
1788664305.646394 yylex_token: end at WS
1788664305.646395 yylex_token: )
1788664305.646397 yylex_token: end at WS
1788664305.646398 yylex_token: switch-client
1788664305.646400 yylex_token: end at WS
1788664305.646401 yylex_token: -n
1788664305.646402 cmd_parse_build_commands 0:0: bind
1788664305.646404 cmd_parse_build_commands 0:1: -N
1788664305.646405 cmd_parse_build_commands 0:2: Switch to next client
1788664305.646407 cmd_parse_build_commands 0:3: )
1788664305.646408 cmd_parse_build_commands 0:4 0:0: switch-client
1788664305.646410 cmd_parse_build_commands 0:4 0:1: -n
1788664305.646411 cmd_parse_build_commands 0:0: switch-client
1788664305.646413 cmd_parse_build_commands 0:1: -n
1788664305.646415 args_parse_flags: next -n
1788664305.646416 args_parse_flags: -n
1788664305.646418 args_parse: flags end at 2 of 2
1788664305.646419 cmd_parse_build_commands: switch-client -n
1788664305.646421 args_parse_flags: next -N
1788664305.646424 args_parse_flag_argument: -N = Switch to next client
1788664305.646425 args_parse_flags: next )
1788664305.646426 args_parse: flags end at 3 of 5
1788664305.646428 args_parse: 3 = ) (type STRING)
1788664305.646430 args_parse: 4 = switch-client -n (type COMMANDS)
1788664305.646433 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1788664305.646434 cmdq_get_command: [bind-key/0x55cc0128c0e0] group 118
1788664305.646438 cmdq_append <global>: [bind-key/0x55cc0128c0e0]
1788664305.646439 yylex_token: end at WS
1788664305.646441 yylex_token: bind
1788664305.646442 yylex_token: end at WS
1788664305.646443 yylex_token: -N
1788664305.646445 yylex_token: end at WS
1788664305.646446 yylex_token: Rename current window
1788664305.646448 yylex_token: end at WS
1788664305.646449 yylex_token: ,
1788664305.646450 yylex_token: end at WS
1788664305.646452 yylex_token: command-prompt
1788664305.646453 yylex_token: end at WS
1788664305.646454 yylex_token: -I#W
1788664305.646456 yylex_token: end at WS
1788664305.646457 yylex_token: rename-window
1788664305.646459 yylex_token: end at WS
1788664305.646460 yylex_token: --
1788664305.646461 yylex_token: end at WS
1788664305.646463 yylex_token: %%
1788664305.646464 cmd_parse_build_commands 0:0: bind
1788664305.646466 cmd_parse_build_commands 0:1: -N
1788664305.646467 cmd_parse_build_commands 0:2: Rename current window
1788664305.646469 cmd_parse_build_commands 0:3: ,
1788664305.646470 cmd_parse_build_commands 0:4 0:0: command-prompt
1788664305.646471 cmd_parse_build_commands 0:4 0:1: -I#W
1788664305.646473 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1788664305.646474 cmd_parse_build_commands 0:4 0:2 0:1: --
1788664305.646476 cmd_parse_build_commands 0:4 0:2 0:2: %%
1788664305.646477 cmd_parse_build_commands 0:0: command-prompt
1788664305.646479 cmd_parse_build_commands 0:1: -I#W
1788664305.646480 cmd_parse_build_commands 0:2 0:0: rename-window
1788664305.646482 cmd_parse_build_commands 0:2 0:1: --
1788664305.646483 cmd_parse_build_commands 0:2 0:2: %%
1788664305.646485 cmd_parse_build_commands 0:0: rename-window
1788664305.646486 cmd_parse_build_commands 0:1: --
1788664305.646487 cmd_parse_build_commands 0:2: %%
1788664305.646490 args_parse_flags: next --
1788664305.646491 args_parse: flags end at 2 of 3
1788664305.646493 args_parse: 2 = %% (type STRING)
1788664305.646495 cmd_parse_build_commands: rename-window "%%"
1788664305.646496 args_parse_flags: next -I#W
1788664305.646498 args_parse_flag_argument: -I = #W
1788664305.646499 args_parse: flags end at 2 of 3
1788664305.646501 args_parse: 2 = rename-window "%%" (type COMMANDS)
1788664305.646504 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1788664305.646505 args_parse_flags: next -N
1788664305.646507 args_parse_flag_argument: -N = Rename current window
1788664305.646508 args_parse_flags: next ,
1788664305.646510 args_parse: flags end at 3 of 5
1788664305.646511 args_parse: 3 = , (type STRING)
1788664305.646514 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1788664305.646518 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1788664305.646520 cmdq_get_command: [bind-key/0x55cc0128a9d0] group 126
1788664305.646521 cmdq_append <global>: [bind-key/0x55cc0128a9d0]
1788664305.646523 yylex_token: end at WS
1788664305.646524 yylex_token: bind
1788664305.646525 yylex_token: end at WS
1788664305.646527 yylex_token: -N
1788664305.646528 yylex_token: end at WS
1788664305.646530 yylex_token: Delete the most recent paste buffer
1788664305.646531 yylex_token: end at WS
1788664305.646532 yylex_token: -
1788664305.646534 yylex_token: end at WS
1788664305.646535 yylex_token: delete-buffer
1788664305.646537 cmd_parse_build_commands 0:0: bind
1788664305.646538 cmd_parse_build_commands 0:1: -N
1788664305.646540 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1788664305.646541 cmd_parse_build_commands 0:3: -
1788664305.646543 cmd_parse_build_commands 0:4 0:0: delete-buffer
1788664305.646544 cmd_parse_build_commands 0:0: delete-buffer
1788664305.646546 args_parse: flags end at 1 of 1
1788664305.646548 cmd_parse_build_commands: delete-buffer
1788664305.646549 args_parse_flags: next -N
1788664305.646551 args_parse_flag_argument: -N = Delete the most recent paste buffer
1788664305.646552 args_parse_flags: next -
1788664305.646553 args_parse: flags end at 3 of 5
1788664305.646555 args_parse: 3 = - (type STRING)
1788664305.646556 args_parse: 4 = delete-buffer (type COMMANDS)
1788664305.646565 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1788664305.646567 cmdq_get_command: [bind-key/0x55cc0128cb90] group 138
